会社名,担当者,電話番号,メールアドレス,カテゴリ,prtimesのURL,日時,連絡禁止,初回アポ済み
株式会社ポトマック,森野,078-334-1274,morino@potomak.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000001552.000024488.html,2023-05-31 00:56:33,"",""
株式会社DDホールディングス,中田,03-6858-6080,pr@bagus-99.com 店舗情報サイト：http://www.bagus-99.com/,グルメ,https://prtimes.jp/main/html/rd/p/000001367.000007303.html,2023-05-31 00:57:30,"",""
株式会社 エーデルワイス,廣）,"",s-hiro@edelweiss.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000875.000017643.html,2023-05-31 00:59:33,"",""
株式会社産業経済新聞社,柿原,03-3231-7111,t.kakihara@sankei.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000001445.000022608.html,2023-05-31 01:00:27,"",""
株式会社 エーデルワイス,: 森井）,"",y-morii@edelweiss.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000871.000017643.html,2023-05-31 01:01:00,"",""
フォーシーズンズ　ジャパンコレクション,大竹　梨紗,"",lisa.otake@fourseasons.com,グルメ,https://prtimes.jp/main/html/rd/p/000000142.000080380.html,2023-05-31 01:01:30,"",""
株式会社紀文食品,"","",koho_tokyo1@kibun.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000052.000011335.html,2023-05-31 01:02:42,"",""
株式会社ミスズライフ,田川,026-257-1030,m-tagawa@misuzu-life.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000001.000122572.html,2023-05-31 01:04:53,"",""
株式会社ビジコム,"",03-5229-5190,：ml_kikaku@busicom.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000005.000006747.html,2023-05-31 01:05:57,"",""
酒ハックプロジェクト,種石,090-3953-7226,seedstain@gmail.com,グルメ,https://prtimes.jp/main/html/rd/p/000000001.000122627.html,2023-05-31 01:09:34,"",""
株式会社明治,深田（070-4540-7713）／中山（070-8792-1095）,"",2-2bp@materialpr.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000008.000065872.html,2023-05-31 01:10:06,"",""
C-United株式会社,髙谷,"",public_relations@c-united.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000054.000079423.html,2023-05-31 01:10:49,"",""
株式会社アクロスソリューションズ,宛・「プレスリリースの件」でお願いいたします。,076-255-2012,info@b-rock.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000066.000023552.html,2023-05-31 01:11:23,"",""
株式会社シービージャパン,脇田,03-5888-1051,t-wakita@cb-j.com,グルメ,https://prtimes.jp/main/html/rd/p/000000124.000077335.html,2023-05-31 01:14:31,"",""
チョコレートデザイン株式会社,鈴木）,045-750-2630,pr@chocolatedesign.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000021.000030236.html,2023-05-31 01:14:59,"",""
株式会社ウイスキー文化研究所,(三島),03-6277-4103,pr@scotchclub.org,グルメ,https://prtimes.jp/main/html/rd/p/000000013.000119996.html,2023-05-31 01:20:05,"",""
株式会社visumo,武市,03-6822-4888,info@visumo.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000082.000050732.html,2023-05-31 01:20:38,"",""
株式会社アミュゼホールディングス,津田（ツダ）,024-573-0627,info@amuser.co.jp FAX：024-573-0628,グルメ,https://prtimes.jp/main/html/rd/p/000000023.000026267.html,2023-05-31 01:21:12,"",""
株式会社　植田園,植田,0547-53-3496,contact@kiritohare.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000008.000102484.html,2023-05-31 01:22:46,"",""
コーヒースタイルユーシーシー株式会社,"","",ucc-pr@ucc.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000008.000114342.html,2023-05-31 01:23:49,"",""
株式会社Japan Fruits,　栗林祥吾,"",info@japanfruits.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000001.000117201.html,2023-05-31 01:24:19,"",""
株式会社タカノフルーツパーラー,秋山・内山,"",t-akiyama@takano.co.jp／y-uchiyama@takano.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000054.000076727.html,2023-05-31 01:24:52,"",""
株式会社アルファクス・フード・システム,"",0836-39-5151,info_s@afs.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000096.000064213.html,2023-05-31 01:25:27,"",""
株式会社小野酒造店,小野,0266-46-2505,info@yoakemae-ono.com,グルメ,https://prtimes.jp/main/html/rd/p/000000003.000071405.html,2023-05-31 01:28:26,"",""
日本コカ・コーラ株式会社,野尻、柴山,03-5466-8000,ccjccwm2023_pr@vectorinc.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000823.000001735.html,2023-05-31 01:30:44,"",""
ホシヤマインターナショナル株式会社,"",022-263-5560,shinichirou@hoshiyama.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000065.000088237.html,2023-05-31 01:31:58,"",""
MHD モエ ヘネシー ディアジオ株式会社,"",03-5217-9777,chandon@ssu.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000621.000006986.html,2023-05-31 01:32:20,"",""
株式会社味匠,ナイス興津,054-237-3700,sobahantentyou@gmail.com FAX：0542373987,グルメ,https://prtimes.jp/main/html/rd/p/000000001.000122844.html,2023-05-31 01:33:51,"",""
一般社団法人日本エスニック協会,"",03-6206-9870,pr@ethnic-as.net,グルメ,https://prtimes.jp/main/html/rd/p/000000007.000026268.html,2023-05-31 01:34:53,"",""
ホシヤマインターナショナル株式会社,"",022-263-5560,moptmbc@hoshiyama.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000064.000088237.html,2023-05-31 01:36:31,"",""
株式会社ツクイ,経営戦略室,045-842-4193,press@apps.tsukui.net,グルメ,https://prtimes.jp/main/html/rd/p/000000070.000049667.html,2023-05-31 01:37:35,"",""
株式会社アーシュ・ツジグチ,"","",miyamoto@ms clair.co.j,グルメ,https://prtimes.jp/main/html/rd/p/000000046.000112848.html,2023-05-31 01:38:45,"",""
株式会社そごう・西武,三浦,"",saya-miura@sogo-seibu.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000001483.000031382.html,2023-05-31 01:39:58,"",""
株式会社カカクコム,"","",pr@kakaku.com,グルメ,https://prtimes.jp/main/html/rd/p/000000910.000001455.html,2023-05-31 01:42:04,"",""
森トラスト・ホテルズ＆リゾーツ株式会社,深町,03-6409-2811,fukamachi-m@mt-hr.com,グルメ,https://prtimes.jp/main/html/rd/p/000001144.000006521.html,2023-05-31 01:43:16,"",""
鶴屋商店,祖川 真一郎）,0956-72-1155,sogawa1155@gmail.com,グルメ,https://prtimes.jp/main/html/rd/p/000000014.000110839.html,2023-05-31 01:44:56,"",""
株式会社シュクレイ,矢部、嶺岸、石間、山口、坂ノ上、渡邊,03-6455-4105,dros_sucrey2023@vectorinc.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000865.000016051.html,2023-05-31 01:47:36,"",""
株式会社トラストバンク,花堂、木原、田中、永田、宗形,03-5784-1089,mc@trustbank.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000001007.000026811.html,2023-05-31 01:49:38,"",""
株式会社　中村屋,"","",k.hiro.nakamuraya.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000021.000012703.html,2023-05-31 01:53:31,"",""
竹本油脂株式会社,　： 営業推進グループ　小野田篤,0533-68-2111,sesame-s@tkc.takemoto.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000013.000079799.html,2023-05-31 01:54:06,"",""
マリオット・インターナショナル,"","",: akiko.kawaue@ritzcarlton.com,グルメ,https://prtimes.jp/main/html/rd/p/000001375.000011305.html,2023-05-31 01:58:25,"",""
株式会社ナンバーワン,今 七海（コン ナナミ）,03-3569-0577,nanae.paitan@gmail.com,グルメ,https://prtimes.jp/main/html/rd/p/000000002.000122496.html,2023-05-31 01:58:58,"",""
モンスターエナジージャパン合同会社,齋藤、武内、比留間,03-6434-5420,monsterenergy_PR@vectorinc.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000268.000006649.html,2023-05-31 02:00:07,"",""
株式会社譚仔日本,伊藤、林、川井田,03-4221-8949,tjsamgor@vectorinc.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000016.000099695.html,2023-05-31 02:00:42,"",""
株式会社安楽亭,"",048-859-1275,kikaku@anrakutei.co.jp 電話：048-859-1275,グルメ,https://prtimes.jp/main/html/rd/p/000000085.000038986.html,2023-05-31 02:01:14,"",""
株式会社IXY-AID,井上,052-752-1186,info@metzgerei-inoue.com,グルメ,https://prtimes.jp/main/html/rd/p/000000003.000078127.html,2023-05-31 02:03:56,"",""
レッドロブスタージャパン株式会社,"",03-6451-1726,koho@redlobster.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000155.000032855.html,2023-05-31 02:07:43,"",""
三和酒類株式会社,CCRN Design Center 渡辺,0978-32-1431,sanwa_promotion@kokuzo.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000021.000088253.html,2023-05-31 02:10:23,"",""
株式会社物語コーポレーション,堤、手塚,0532-63-8001,"press@monogatari.co.jp""",グルメ,https://prtimes.jp/main/html/rd/p/000000574.000044964.html,2023-05-31 02:11:26,"",""
株式会社オークラ ニッコー ホテルマネジメント,永渕千晴,03-6685-8995,nagafuchi.c@hnf.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000003059.000002213.html,2023-05-31 02:13:10,"",""
スイスホテル大阪南海株式会社,までご連絡ください:,06-6646-1111,Yumi.Goto@swissotel.com,グルメ,https://prtimes.jp/main/html/rd/p/000000212.000021966.html,2023-05-31 02:15:19,"",""
株式会社シンギ,河村,082-241-5194,nobue-kawamura@shingi.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000001.000122757.html,2023-05-31 02:15:53,"",""
ネスレ日本株式会社,中川、野口、高橋,078-230-7000,Media.Relations@jp.nestle.com,グルメ,https://prtimes.jp/main/html/rd/p/000000340.000004158.html,2023-05-31 02:17:34,"",""
日本ケロッグ合同会社,"","",kellogg_pr@ml.prap.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000111.000040636.html,2023-05-31 02:18:42,"",""
モンデリーズ・ジャパン株式会社,"",03-4510-6600,mdlz-pr@msljapan.com,グルメ,https://prtimes.jp/main/html/rd/p/000000222.000009251.html,2023-05-31 02:21:33,"",""
コカ・コーラ ボトラーズジャパンホールディングス株式会社,"","",pr@ccbji.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000123.000053655.html,2023-05-31 02:22:41,"",""
赤穂化成株式会社,柳・田村,0791-48-1111,ako-kasei@vectorinc.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000044.000043029.html,2023-05-31 02:23:46,"",""
株式会社アグルス,松浦高士,03-5493-1232,takashi@e-syoku.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000004.000090325.html,2023-05-31 02:28:13,"",""
株式会社マルヤナギ小倉屋,、山崎（やまざき）・大津寄（おおつき）,078-841-1456,koho@maruyanagi.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000025.000035737.html,2023-05-31 02:29:23,"",""
株式会社 エーデルワイス,: 松島）,"",matsushima@edelweiss.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000874.000017643.html,2023-05-31 02:31:39,"",""
元気寿司株式会社,山本・藤本・鈴木（真）,028-632-5711,genkisushi_pr@vectorinc.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000134.000020954.html,2023-05-31 02:39:52,"",""
株式会社CORES,野崎,03-6825-5464,nozakim@teamcores.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000029.000091723.html,2023-05-31 02:43:38,"",""
株式会社テンフォー,佐々木(ササキ),0138-31-0141,t_sasaki@tenfour.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000034.000060471.html,2023-05-31 02:44:43,"",""
株式会社JO,"",03-6417-9690,mio.imai117@gmail.com ／ TEL：080-5538-4774,グルメ,https://prtimes.jp/main/html/rd/p/000000016.000010065.html,2023-05-31 02:45:15,"",""
公益財団法人東京都中小企業振興公社,"",03-3251-7917,seisansei@tokyo-kosha.or.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000005.000118621.html,2023-05-31 02:48:13,"",""
株式会社ユートピアアグリカルチャー,小谷,"",yukino@companycoc.com,グルメ,https://prtimes.jp/main/html/rd/p/000000024.000073954.html,2023-05-31 02:48:47,"",""
株式会社エンゼルグループ,冨士岡翔太,03-6256-0155,shota.fujioka@angel.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000015.000115389.html,2023-05-31 02:49:22,"",""
株式会社Seeyousoon,"",03-6427-8137,mei-ten-pr@seeyousoon.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000015.000077765.html,2023-05-31 02:52:00,"",""
Rabbit Radiance Japan株式会社,田嶋,092-791-4490,y.tajima@liy.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000003.000074615.html,2023-05-31 02:52:34,"",""
ドクターズ株式会社,"",03-6263-8871,info@doctors-inc.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000055.000051229.html,2023-05-31 02:54:17,"",""
株式会社ワクワーク,中山英樹,050-3639-9544,nakayama@wakuwork.biz / TEL：050-3639-9544,グルメ,https://prtimes.jp/main/html/rd/p/000000051.000019148.html,2023-05-31 02:55:56,"",""
株式会社 鶴屋吉信,"",075-441-0105,kikaku1@turuya.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000070.000045479.html,2023-05-31 02:56:25,"",""
株式会社KTSホスピタリティ　掛川グランドホテル,"",0537-23-3333,j.hotta@kakegawagh.com,グルメ,https://prtimes.jp/main/html/rd/p/000000009.000113785.html,2023-05-31 02:56:58,"",""
ルーシッド株式会社,矢野,03-4588-6788,info@brandly.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000011.000039204.html,2023-05-31 03:00:07,"",""
九州旅客鉄道株式会社,"",092-474-2541,00021000.jrk.03@jrkyushu.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000361.000037933.html,2023-05-31 03:01:48,"",""
一般社団法人　日本自動車連盟（JAF）【地方】,横山,03-3578-2811,ibaraki-koho@o3.jaf.or.jp,グルメ,https://prtimes.jp/main/html/rd/p/000004535.000010088.html,2023-05-31 03:04:30,"",""
加古川市,松野、阿蘇品（あそしな）、小松、鈴木,079-421-2000,kakogawa-pr@kyodo-pr.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000102.000084250.html,2023-05-31 03:07:28,"",""
UDホスピタリティマネジメント株式会社 エースホテル京都,八田由貴、中村ケニー,"",acehotel_pr@ok-chan.com,グルメ,https://prtimes.jp/main/html/rd/p/000000051.000053487.html,2023-05-31 03:09:17,"",""
株式会社ZIP-FM,石原・吉川,052-972-0778,koho@zip-fm.co.jp　FAX：052-973-0307,グルメ,https://prtimes.jp/main/html/rd/p/000000035.000048223.html,2023-05-31 03:13:31,"",""
株式会社LIFEstyle,"","",gokan@airinc.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000151.000016221.html,2023-05-31 03:15:10,"",""
株式会社アーシュ・ツジグチ,"","",miyamoto@ms clair.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000045.000112848.html,2023-05-31 03:16:17,"",""
AFURI株式会社,"",046-221-7352,media@afuri.com,グルメ,https://prtimes.jp/main/html/rd/p/000000038.000040315.html,2023-05-31 03:16:52,"",""
株式会社浜友商事,"",03-3595-1411,contact@aoitenka.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000083.000096384.html,2023-05-31 03:18:01,"",""
東日印刷株式会社,平野、森尻,03-3820-0551,pr@tonichi-printing.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000015.000119350.html,2023-05-31 03:19:45,"",""
株式会社ユーグレナ,上別府・右原,03-3453-4907,kouhou@musashino-u.ac.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000457.000036462.html,2023-05-31 03:20:22,"",""
株式会社Globridge,田中,03-6277-8475,pr@globridge.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000711.000014510.html,2023-05-31 03:20:54,"",""
ワタミ株式会社,"",03-5737-2288,press@watami.net,グルメ,https://prtimes.jp/main/html/rd/p/000000912.000009215.html,2023-05-31 03:21:27,"",""
株式会社Eau et sel,"",058-275-6317,info@eauetsel.shop,グルメ,https://prtimes.jp/main/html/rd/p/000000007.000083661.html,2023-05-31 03:31:14,"",""
株式会社クリエイティブプレイス,佐々木・由迫,03-6417-4925,creativeplace.hr@gmail.com,グルメ,https://prtimes.jp/main/html/rd/p/000000083.000055180.html,2023-05-31 03:31:48,"",""
木内酒造株式会社,中村・萩谷・中西,029-212-5111,information@kodawari.cc,グルメ,https://prtimes.jp/main/html/rd/p/000000055.000103079.html,2023-05-31 03:32:49,"",""
株式会社ジュン,高畑,03-6890-8888,m-taka@jun.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000756.000006099.html,2023-05-31 03:33:57,"",""
山梨県,"",055-237-1111,yamanashi_pr@vectorinc.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000155.000078927.html,2023-05-31 03:36:13,"",""
鳥取県,道中・関口・福永）,0857-26-7111,info@kmcpr.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000062.000078201.html,2023-05-31 03:36:48,"",""
株式会社favy,倉田,050-1746-3240,pr@favy.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000246.000016506.html,2023-05-31 03:38:28,"",""
株式会社　和多屋別荘,東坂（とうざか）,0954-42-0210,m-touzaka@wataya.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000042.000086101.html,2023-05-31 03:40:09,"",""
株式会社流山FC,"",090-5152-8033,office@nagareyamafc.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000047.000089311.html,2023-05-31 03:41:54,"",""
日仏貿易株式会社,伊藤,03-5510-2662,saki.ito@nbkk.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000028.000077634.html,2023-05-31 03:43:03,"",""
株式会社ハトヤ瑞鳳閣,取締役製造部長　竹田嘉信,075-361-1231,takeda@kyoto-hatoya.co.jp,グルメ,https://prtimes.jp/main/html/rd/p/000000044.000053811.html,2023-05-31 03:45:18,"",""
株式会社ハイデイ日高,西口,048-644-8447,hidaka-kouhou@mail.hiday.co.jp　電話：048-644-8447,グルメ,https://prtimes.jp/main/html/rd/p/000000019.000048716.html,2023-05-31 03:45:50,"",""
Remake easy株式会社,横張,"",press@remakeeasy.com,グルメ,https://prtimes.jp/main/html/rd/p/000000023.000108055.html,2023-05-31 03:46:29,"",""
