会社名,prtimesのURL,メールアドレス,電話番号,担当者,カテゴリ,日時,連絡禁止,初回アポ済み
株式会社電脳和風Cyber-JP,https://prtimes.jp/main/html/rd/p/000000001.000129568.html,info@cyber-jp.com,090-5781-6718,"",エンタメ,2023-10-19 10:11:46,"",""
株式会社ONEST,https://prtimes.jp/main/html/rd/p/000000009.000116204.html,info@h2onest.jp,03-6633-3222,"",ビューティー,2023-10-19 10:12:11,"",""
株式会社SceneryScent,https://prtimes.jp/main/html/rd/p/000000017.000030612.html,infodesk@sceneryscent.com,079-558-7860,"",ビューティー,2023-10-19 10:12:23,"",""
株式会社グルガジャパン,https://prtimes.jp/main/html/rd/p/000000044.000077997.html,ohora_jp.pr@garage.co.jp,"",小川（090-1738-2373 ）、林（080-7441-7094 ）、水谷、中辻、牧野,ビューティー,2023-10-19 10:12:58,"",""
ガルデルマ株式会社,https://prtimes.jp/main/html/rd/p/000000010.000096589.html,media@one-inc.co.jp,"",野々村,ビューティー,2023-10-19 10:13:03,"",""
株式会社ミカレア,https://prtimes.jp/main/html/rd/p/000000014.000049056.html,info@micarea.com,"",平井,ビューティー,2023-10-19 10:13:12,"",""
ネスレ日本株式会社,https://prtimes.jp/main/html/rd/p/000000016.000123851.html,vitalproteins@vectorinc.co.jp,"",津田,ビューティー,2023-10-19 10:13:35,"",""
株式会社ラムコーポレーション,https://prtimes.jp/main/html/rd/p/000000016.000039617.html,info@ram-corp.jp,03-5692-5557,"",ビューティー,2023-10-19 10:13:54,"",""
株式会社一杢,https://prtimes.jp/main/html/rd/p/000000007.000026091.html,matsuzaki@ichimoku.co.jp,075-256-7650,"",ビューティー,2023-10-19 10:14:04,"",""
株式会社Rainmakers,https://prtimes.jp/main/html/rd/p/000000055.000084518.html,Rainmakers@prtimes.co.jp,03-6222-9674,"",ビューティー,2023-10-19 10:14:36,"",""
株式会社ウィンゲート,https://prtimes.jp/main/html/rd/p/000000001.000130609.html,kikumoto@wingate.club,03-5939-8707,菊本,ビューティー,2023-10-19 10:14:59,"",""
株式会社Direct Tech,https://prtimes.jp/main/html/rd/p/000000161.000054399.html,RICAFROSH_PR@vectorinc.co.jp,"",伊藤,ビューティー,2023-10-19 10:15:08,"",""
一般社団法人ウェルネス総合研究所,https://prtimes.jp/main/html/rd/p/000000029.000079676.html,info@wellness-lab.jp,03-5786-6006,"",ビューティー,2023-10-19 10:15:31,"",""
DSクリニック新宿,https://prtimes.jp/main/html/rd/p/000000001.000129664.html,shinjuku@dsclinic.jp,"","",ビューティー,2023-10-19 10:16:17,"",""
石塚硝子株式会社,https://prtimes.jp/main/html/rd/p/000000032.000058493.html,deogla@ishizuka.co.jp,0587-37-2762,"",ビューティー,2023-10-19 10:16:50,"",""
株式会社ミック・ジャパン,https://prtimes.jp/main/html/rd/p/000000008.000014542.html,info_prpd@un-mik.co.jp,06-6955-1139,"",ビューティー,2023-10-19 10:17:50,"",""
合同会社グリーンベース,https://prtimes.jp/main/html/rd/p/000000003.000111243.html,pr@greenbase.jp,050-5539-3494,"",ビューティー,2023-10-19 10:17:55,"",""
株式会社油勘,https://prtimes.jp/main/html/rd/p/000000003.000128429.html,info@aburakan.co.jp,0774-25-8866,福山、前住,ビューティー,2023-10-19 10:18:01,"",""
一般社団法人青森県りんご対策協議会,https://prtimes.jp/main/html/rd/p/000000013.000012524.html,ringo@prinfo.jp,"",近藤（080-9821-4024）、平泉（090-4946-0839）,ビューティー,2023-10-19 10:19:22,"",""
株式会社ジョージオリバー,https://prtimes.jp/main/html/rd/p/000000024.000026437.html,pr@go-g.jp,03-3505-7853,"",ビューティー,2023-10-19 10:19:31,"",""
株式会社　日本香堂,https://prtimes.jp/main/html/rd/p/000000012.000068505.html,press@esteban.co.jp,03-3541-3401,"",ビューティー,2023-10-19 10:19:37,"",""
インフォーママーケッツジャパン株式会社,https://prtimes.jp/main/html/rd/p/000000013.000091178.html,h-expo-jp@ubm.com,03-5296-1011,"",ビューティー,2023-10-19 10:19:43,"",""
一般社団法人wellbeauty協会,https://prtimes.jp/main/html/rd/p/000000001.000130205.html,fukui@aile-branding.com,080-4477-4780,福井直子までお願いします。,ビューティー,2023-10-19 10:19:50,"",""
株式会社ダブルコレクション,https://prtimes.jp/main/html/rd/p/000000027.000059452.html,info@double-collection.jp,03-6457-1552,"",ビューティー,2023-10-19 10:20:07,"",""
一般社団法人日本婚活ダイエット協会,https://prtimes.jp/main/html/rd/p/000000002.000131135.html,info@mhda.or.jp,03-6665-0101,小澤幸治,ビューティー,2023-10-19 10:20:13,"",""
株式会社NINE SENSE,https://prtimes.jp/main/html/rd/p/000000001.000130248.html,info@ninesense.net,050-8881-9049,"",ビューティー,2023-10-19 10:20:35,"",""
株式会社サンブンノナナ,https://prtimes.jp/main/html/rd/p/000000007.000055280.html,info@seventhree.jp,03-6277-6133,"",ファッション,2023-10-19 10:20:49,"",""
株式会社ミキハウス,https://prtimes.jp/main/html/rd/p/000000010.000003837.html,itaru.miyamoto@mikihouse.co.jp,072-920-2111,"",ファッション,2023-10-19 10:21:29,"",""
株式会社　オンリー,https://prtimes.jp/main/html/rd/p/000000106.000017639.html,tsuchiya@only.co.jp,075-354-4129,土屋,ファッション,2023-10-19 10:22:08,"",""
株式会社ジュン,https://prtimes.jp/main/html/rd/p/000000818.000006099.html,h.tsukamoto@jun.co.jp,03-6890-8888,塚本葉月　TEL 070-2266-6587　MAIL h.tsukamoto@jun.co.jp,ファッション,2023-10-19 10:22:59,"",""
"American Eagle Outfitters, Inc.",https://prtimes.jp/main/html/rd/p/000000030.000076584.html,AlexTerrien@tfcjapan.jp,"",アレックス・テリアン,ファッション,2023-10-19 10:24:14,"",""
株式会社マッシュホールディングス,https://prtimes.jp/main/html/rd/p/000002232.000018505.html,s.yoshioka@ms-lab.com,03-3261-2851,"",ファッション,2023-10-19 10:24:18,"",""
株式会社アプレ,https://prtimes.jp/main/html/rd/p/000000014.000044786.html,mi-takano@apre-group.com,03-5817-8180,"",ファッション,2023-10-19 10:24:25,"",""
AddElm株式会社,https://prtimes.jp/main/html/rd/p/000000005.000120105.html,m.muto@addelm.com,03-6434-5967,武藤,ファッション,2023-10-19 10:25:01,"",""
株式会社モンドデザイン,https://prtimes.jp/main/html/rd/p/000000052.000026462.html,announce@seal-brand.com,03-6419-7361,　： 堀池 洋平、中村 亮太,ファッション,2023-10-19 10:26:57,"",""
株式会社ドリームフィールズ,https://prtimes.jp/main/html/rd/p/000000043.000054098.html,harizury-pr@cloverpr.net,050-3155-0493,富田、金井、澤本,ファッション,2023-10-19 10:27:13,"",""
株式会社サンアドシステム,https://prtimes.jp/main/html/rd/p/000000039.000086877.html,info@seal-de-name.com,06-6761-6160,前川・菊地,ファッション,2023-10-19 10:27:23,"",""
株式会社KAWAMURA,https://prtimes.jp/main/html/rd/p/000000007.000073048.html,kawamura-ginza@kawamurajewelry.com,088-872-8000,助野悦之,ファッション,2023-10-19 10:27:30,"",""
株式会社サンポークリエイト,https://prtimes.jp/main/html/rd/p/000000018.000063019.html,sanpostudio@sanpocreate.com,082-243-4070,本村,ファッション,2023-10-19 10:28:27,"",""
株式会社新樹苑,https://prtimes.jp/main/html/rd/p/000000001.000131396.html,info@shinjuen.com,095-821-0807,桑原,ファッション,2023-10-19 10:28:36,"",""
株式会社GaGaJAPAN,https://prtimes.jp/main/html/rd/p/000000024.000032084.html,info@gagamilano.jp,03-6447-0378,"",ファッション,2023-10-19 10:29:27,"",""
学校法人　中村専修学園,https://prtimes.jp/main/html/rd/p/000000007.000104739.html,jitsuhiroyj@nakamura-s.com,092-523-0411,"",ライフスタイル,2023-10-19 10:29:31,"",""
公益社団法人 新潟県観光協会,https://prtimes.jp/main/html/rd/p/000000224.000090796.html,info@sake3.com,025-283-1188,本間・片野,ライフスタイル,2023-10-19 10:29:40,"",""
株式会社飯沼本家,https://prtimes.jp/main/html/rd/p/000000003.000038200.html,info@iinumahonke.co.jp,043-496-1111,"",ライフスタイル,2023-10-19 10:30:15,"",""
海と日本プロジェクト広報事務局,https://prtimes.jp/main/html/rd/p/000002108.000077920.html,info@uminazo.org,03-6441-2561,鯨岡,ライフスタイル,2023-10-19 10:31:15,"",""
くじらキャピタル株式会社,https://prtimes.jp/main/html/rd/p/000000014.000052606.html,admin@quzilla.co.jp,03-6403-3422,　竹内,ライフスタイル,2023-10-19 10:31:30,"",""
ゼロシーセブン株式会社,https://prtimes.jp/main/html/rd/p/000000014.000060203.html,info@0c7.co.jp,03-4360-8261,池田隆行,ライフスタイル,2023-10-19 10:32:37,"",""
しくみ株式会社,https://prtimes.jp/main/html/rd/p/000000001.000125709.html,info@siqumi.co.jp,0261-85-2340,"",ライフスタイル,2023-10-19 10:32:48,"",""
パナソニック株式会社 コミュニケーションデザインセンター,https://prtimes.jp/main/html/rd/p/000000827.000024101.html,sentakuPJ@vectorinc.co.jp,"",伊藤、種橋、義,ライフスタイル,2023-10-19 10:33:26,"",""
ラドガジャパン株式会社,https://prtimes.jp/main/html/rd/p/000000005.000076193.html,office@ladoga.jp,03-5783-5141,"",ライフスタイル,2023-10-19 10:33:32,"",""
神石高原町役場,https://prtimes.jp/main/html/rd/p/000000001.000118631.html,jk-seisaku@town.jinsekikogen.lg.jp,0847-89-3330,　梅岡),ライフスタイル,2023-10-19 10:37:25,"",""
明石酒類醸造株式会社,https://prtimes.jp/main/html/rd/p/000000009.000072034.html,akashi-sake-Brewery@prtimes.co.jp,078-919-0277,樋口・佐々木,ライフスタイル,2023-10-19 10:37:35,"",""
特定非営利活動法人プライドハウス東京,https://prtimes.jp/main/html/rd/p/000000007.000118927.html,info@social-enlightenment.com,03-6384-1655,伊東,ライフスタイル,2023-10-19 10:38:39,"",""
asobuy株式会社,https://prtimes.jp/main/html/rd/p/000000001.000126368.html,info@asobuy.com,0287-21-9520,野口,ライフスタイル,2023-10-19 10:39:25,"",""
フジフィールド株式会社,https://prtimes.jp/main/html/rd/p/000000001.000131436.html,tamura-g@fujifield.co.jp,06-6304-1761,田村,ライフスタイル,2023-10-19 10:39:29,"",""
飯田グループホールディングス株式会社,https://prtimes.jp/main/html/rd/p/000000005.000082003.html,expo@ighd.co.jp,0422-60-8888,"",ライフスタイル,2023-10-19 10:40:33,"",""
ハレクラニ沖縄,https://prtimes.jp/main/html/rd/p/000000045.000040965.html,press@halekulaniokinawa.com,"",廣瀬 里子、眞榮城 省子,ライフスタイル,2023-10-19 10:40:40,"",""
株式会社HAA,https://prtimes.jp/main/html/rd/p/000000011.000085939.html,info@tankpr.jp,"",尾崎,ライフスタイル,2023-10-19 10:40:59,"",""
オーストラリア政府観光局,https://prtimes.jp/main/html/rd/p/000000088.000004793.html,ta_presscentre@msljapan.com,"","",ライフスタイル,2023-10-19 10:41:53,"",""
株式会社ＳＨＫライン,https://prtimes.jp/main/html/rd/p/000000359.000076572.html,pr@raku-suisan.com,"","",ライフスタイル,2023-10-19 10:42:14,"",""
株式会社ティアンドケイ,https://prtimes.jp/main/html/rd/p/000000012.000045005.html,kanri@tk.b-lot.co.jp,03-3560-6381,"",ライフスタイル,2023-10-19 10:42:30,"",""
公益社団法人自動車技術会,https://prtimes.jp/main/html/rd/p/000000085.000041897.html,kanome@jsae.or.jp,03-3262-8211,"",ライフスタイル,2023-10-19 10:42:54,"",""
株式会社　ブルックス,https://prtimes.jp/main/html/rd/p/000000225.000002906.html,pr-div@yk.brooks.co.jp,045-909-1148,　鈴木・矢澤,ライフスタイル,2023-10-19 10:43:13,"",""
ヒューリックホテルマネジメント株式会社,https://prtimes.jp/main/html/rd/p/000000137.000013939.html,as.event-toiawase@viewhotels.co.jp,03-5623-7600,"",ライフスタイル,2023-10-19 10:46:10,"",""
Ministered de l'Agriculture et de l'Alimentation,https://prtimes.jp/main/html/rd/p/000000007.000085239.html,pr_jp@sopexa.com,"",岡田,ライフスタイル,2023-10-19 10:48:43,"",""
株式会社BUKARU,https://prtimes.jp/main/html/rd/p/000000001.000109243.html,morita@bukaru.jp,080-4506-0987,森田 メールアドレス：morita@bukaru.jp,ライフスタイル,2023-10-19 10:48:48,"",""
合同会社うさぎ企画,https://prtimes.jp/main/html/rd/p/000000011.000100976.html,usagi-kikaku@outlook.jp,090-5763-5063,"",ライフスタイル,2023-10-19 10:49:47,"",""
大阪信用金庫,https://prtimes.jp/main/html/rd/p/000000106.000060384.html,chisan@osaka-shinkin.co.jp,06-6772-1521,峯山）,ライフスタイル,2023-10-19 10:51:27,"",""
株式会社ロイヤルパークホテルズアンドリゾーツ,https://prtimes.jp/main/html/rd/p/000000657.000039557.html,info-haneda@rphs.jp,03-6773-1860,　釜本,ライフスタイル,2023-10-19 10:51:57,"",""
日本生活協同組合連合会,https://prtimes.jp/main/html/rd/p/000000010.000040982.html,pr@jccu.coop,"","",ライフスタイル,2023-10-19 10:52:03,"",""
株式会社ビジョナリーホールディングス,https://prtimes.jp/main/html/rd/p/000000002.000127978.html,n.nakamura@meganesuper.com,"",中村　成宏　n.nakamura@meganesuper.com,ライフスタイル,2023-10-19 10:52:17,"",""
株式会社近鉄・都ホテルズ,https://prtimes.jp/main/html/rd/p/000001364.000023303.html,m-yoshiki@miyakohotels.ne.jp,"","",ライフスタイル,2023-10-19 10:52:24,"",""
東急株式会社（渋谷ヒカリエ）,https://prtimes.jp/main/html/rd/p/000000040.000043954.html,hikarie@ssu.co.jp,"",大図（080-7954-0956）、小川（090-1738-2373）、水谷、俊成、高澤,ライフスタイル,2023-10-19 10:53:08,"",""
共栄製茶株式会社,https://prtimes.jp/main/html/rd/p/000000012.000057580.html,r-harada@kyoeiseicha.co.jp,06-6363-3712,原田　玲奈,ライフスタイル,2023-10-19 10:53:28,"",""
株式会社NSGホールディングス,https://prtimes.jp/main/html/rd/p/000001209.000032951.html,kejima.eriko@italiaken.com,025-364-7011,山田 伸吾,ライフスタイル,2023-10-19 10:54:20,"",""
株式会社プロントコーポレーション,https://prtimes.jp/main/html/rd/p/000000201.000018877.html,natsuko.yamashita@pronto.co.jp,"",山下,ライフスタイル,2023-10-19 10:54:45,"",""
株式会社バンダイナムコエンターテインメント,https://prtimes.jp/main/html/rd/p/000000995.000051316.html,yoshiaki_oinuma@bandainamcoent.co.jp,"","",ライフスタイル,2023-10-19 10:57:48,"",""
株式会社サガミホールディングス,https://prtimes.jp/main/html/rd/p/000000238.000031654.html,k_araki@sagami.co.jp,052-737-6000,荒⽊）,ライフスタイル,2023-10-19 10:57:52,"",""
株式会社平田牧場,https://prtimes.jp/main/html/rd/p/000000041.000050175.html,PR@hiraboku.co.jp,0234-22-8612,"",ライフスタイル,2023-10-19 10:58:27,"",""
遠州鉄道株式会社,https://prtimes.jp/main/html/rd/p/000000001.000130787.html,morishita_sekk@entetsu.co.jp,053-454-2210,森下 誠吾・寺田 香菜美,ライフスタイル,2023-10-19 10:58:45,"",""
株式会社トゥワイス・リサーチ・インスティテュート,https://prtimes.jp/main/html/rd/p/000000007.000046973.html,info@twiceresearch.jp,03-6861-3553,河野宏基,ライフスタイル,2023-10-19 10:58:55,"",""
公益財団法人群馬県観光物産国際協会,https://prtimes.jp/main/html/rd/p/000000008.000050381.html,dmo@gtia.jp,"","",ライフスタイル,2023-10-19 10:58:59,"",""
株式会社パルコ,https://prtimes.jp/main/html/rd/p/000002658.000003639.html,welpa@parco.jp,03-3477-5781,浅原,ライフスタイル,2023-10-19 11:00:32,"",""
株式会社 BEYOND AGE,https://prtimes.jp/main/html/rd/p/000000002.000129363.html,yamato.ichihara@beyond-age.jp,"",市原,ライフスタイル,2023-10-19 11:02:36,"",""
株式会社エンクル,https://prtimes.jp/main/html/rd/p/000000008.000087888.html,info@mameil.com,011-856-8880,"",ライフスタイル,2023-10-19 11:03:04,"",""
ホームレスキュー株式会社,https://prtimes.jp/main/html/rd/p/000000002.000075365.html,info@home-rescue.co.jp,06-6195-3943,"",ライフスタイル,2023-10-19 11:04:10,"",""
スリランカ政府観光局,https://prtimes.jp/main/html/rd/p/000000001.000131408.html,srilanka@pr-tocs.co.jp,"","",ライフスタイル,2023-10-19 11:05:32,"",""
株式会社ReLike,https://prtimes.jp/main/html/rd/p/000000001.000131291.html,info@relike.tokyo,"",広報,ライフスタイル,2023-10-19 11:07:04,"",""
Securitize Japan株式会社,https://prtimes.jp/main/html/rd/p/000000029.000043307.html,akiko.sonoda@securitize.io,"",園田,ライフスタイル,2023-10-19 11:07:45,"",""
富士急行株式会社,https://prtimes.jp/main/html/rd/p/000001507.000001110.html,misuzu-watanabe@fujikyu.co.jp,0555-22-7111,渡邊,ライフスタイル,2023-10-19 11:08:50,"",""
株式会社Waris,https://prtimes.jp/main/html/rd/p/000000035.000018325.html,pr@waris.co.jp,03-5577-5957,　松本,ライフスタイル,2023-10-19 11:11:12,"",""
CREATORS RUSH!!,https://prtimes.jp/main/html/rd/p/000000018.000104804.html,info@gullig-yusuketanaka.com,"",田中 電話：080-5322-9603 メールアドレス：info@gullig-yusuketanaka.com,ライフスタイル,2023-10-19 11:11:45,"",""
株式会社cochi,https://prtimes.jp/main/html/rd/p/000000001.000131281.html,info@cochijapan.com,03-6380-8571,渡邊 蘭,ライフスタイル,2023-10-19 11:12:23,"",""
株式会社　地域環境計画,https://prtimes.jp/main/html/rd/p/000000012.000082806.html,natureclips@chiikan.co.jp,03-5450-3700,"",ライフスタイル,2023-10-19 11:13:13,"",""
株式会社リンレイ,https://prtimes.jp/main/html/rd/p/000000010.000012324.html,terakado.m@rinrei.co.jp,03-3541-4851,寺門 （テラカド）,ライフスタイル,2023-10-19 11:13:26,"",""
クラシエ株式会社（フーズカンパニー）,https://prtimes.jp/main/html/rd/p/000000311.000016394.html,haruca@yamauchi-company.com,080-5962-8041,山内遥　TEL：070-9166-0725　MAIL：haruca@yamauchi-company.com,ライフスタイル,2023-10-19 11:13:30,"",""
